,,Site B,Site B,Site B,Site B,Site B,Site B
,,Camera 1,Camera 1,Camera 1,Camera 0757,Camera 0757,Camera 2018
Date,Time,Snow Depth (mm),Snow depth gap-filled,Snowfall (mm),Snow Depth (mm),Snow depth gap-filled,Snow Depth (mm)
4/5/21,,69.44759062,69.44759062,0,,,
4/5/21,,53.13725585,53.13725585,0,,,
4/5/21,,33.90181595,33.90181595,0,,,
4/5/21,,39.5144873,39.5144873,5.61267135,,,
4/6/21,,38.97590655,38.97590655,0,,,
4/6/21,,20.21281509,20.21281509,0,,,
4/6/21,,117.9208801,117.9208801,97.708065,,,
4/6/21,,114.8847863,114.8847863,0,,,
4/7/21,,,101.6091127,0,,,
4/7/21,,88.33343905,88.33343905,0,,,
4/7/21,,128.7554313,128.7554313,40.42199222,,,
4/7/21,,0,0,0,,,
4/8/21,,0,0,0,,,
4/8/21,,0,0,0,,,
4/8/21,,0,0,0,,,
4/8/21,,0,0,0,,,
4/9/21,,0,0,0,,,
4/9/21,,0,0,0,,,
4/9/21,,0,0,0,,,
4/9/21,,0,0,0,,,
4/10/21,,0,0,0,,,
4/10/21,,0,0,0,,,
4/10/21,,0,0,0,,,
4/10/21,,0,0,0,,,
4/11/21,,0,0,0,,,
4/11/21,,0,0,0,,,
4/11/21,,0,0,0,,,
4/11/21,,0,0,0,,,
4/12/21,,0,0,0,,,
4/12/21,,0,0,0,,,
4/12/21,,0,0,0,,,
4/12/21,,0,0,0,,,
4/13/21,,0,0,0,,,
4/13/21,,0,0,0,,,
4/13/21,,0,0,0,,,
4/13/21,,0,0,0,,,
4/14/21,,0,0,0,,,
4/14/21,,0,0,0,,,
4/14/21,,0,0,0,,,
4/14/21,,0,0,0,,,
4/15/21,,,0,0,,,
4/15/21,,0,0,0,,,
4/15/21,,0,0,0,,,
4/15/21,,0,0,0,,,
